r_returns,r_envelope,c_surr_mean,c_surr_std,gap,z,meta_pulse,group,tickers
0.3581572143880659,0.46882609942395814,0.00811301279765198,0.005050400338450374,0.46071308662630617,6.0,0.9955037268390589,CORE,"UMC, VTI, PRDGX, MSTR, ARCC"
0.4529027476180165,0.4912680032330784,0.008343546746390939,0.005554752988830572,0.48292445648668747,6.0,0.9955037268390589,CORE,"HFFG, IVV, GSG, VTSAX, EIX"
0.46908761232369733,0.4774919118731466,0.009016612548849662,0.005691826133987012,0.46847529932429693,6.0,0.9955037268390589,CORE,"ARKQ, PNR, COMT, PALL, SHOO"
0.4540394240210473,0.45496886109251417,0.008237289898963393,0.005068468528987517,0.4467315711935508,6.0,0.9955037268390589,CORE,"SKYY, SPY, ARR, FZROX, WDC"
0.4599649373297,0.5018571155525824,0.006819435240304514,0.00603307613437539,0.49503768031227785,6.0,0.9955037268390589,CORE,"LNG, WTI, PRWCX, FINX, SJNK"
0.4090221249909314,0.5193185724672992,0.008924317962596772,0.005840019410181749,0.5103942545047024,6.0,0.9955037268390589,CORE,"SRLN, ET, FZROX, STX, IWF"
0.3531997491406438,0.4131694898971482,0.007949502159493204,0.0051629782793012145,0.405219987737655,6.0,0.9955037268390589,CORE,"CTAS, ARKQ, AIQ, TNET, IAU"
0.3411073807063198,0.38245669954642847,0.008371049933370326,0.004702307233616847,0.3740856496130581,6.0,0.9955037268390589,CORE,"FXAIX, FCNTX, AGI, FSKAX, FXI"
0.31046528006006074,0.34334052511065405,0.008607650723160965,0.005841367687425405,0.3347328743874931,6.0,0.9955037268390589,CORE,"OR, SPY, DSGR, UMC, COMT"
0.31861118827009804,0.3135724941542706,0.007865665603533746,0.005324914212399532,0.30570682855073683,6.0,0.9955037268390589,CORE,"BOIL, LNG, ARKX, GLW, AIQ"
0.36939267279319465,0.4551705661128946,0.00849777411926157,0.005794929981271836,0.446672791993633,6.0,0.9955037268390589,CORE,"USO, RHI, WCLD, VIG, SRLN"
0.3403432001581465,0.39662142931837513,0.008882580802977295,0.005069769819616788,0.38773884851539786,6.0,0.9955037268390589,CORE,"ARKQ, WEAT, HFFG, LYB, IAU"
0.27649293106636597,0.26988530816716005,0.008196435981379485,0.0058388070427564925,0.2616888721857806,6.0,0.9955037268390589,CORE,"TRRBX, MTUM, FBGRX, CTAS, USO"
0.34031665413732476,0.4297582469485788,0.00859486874357548,0.0051338809518682365,0.4211633782050033,6.0,0.9955037268390589,CORE,"NDAQ, JD, EA, VFIAX, MTUM"
0.45902005930831835,0.4931437936776886,0.01060319954038446,0.004872838359011405,0.48254059413730416,6.0,0.9955037268390589,CORE,"IWF, ARKW, FCNTX, LYB, SYPR"
0.37278838880762605,0.39599369063928436,0.009314993200624962,0.00592715715956578,0.3866786974386594,6.0,0.9955037268390589,CORE,"HOLX, JNK, ET, GSG, LNG"
0.581863544233052,0.5493000694223159,0.008576872882310085,0.00557289433263506,0.5407231965400058,6.0,0.9955037268390589,CORE,"ARKW, OR, PPLT, STX, QQQ"
0.19660004796947822,0.2309620225316337,0.0077101171657693035,0.005348993047660765,0.2232519053658644,6.0,0.9955037268390589,CORE,"BKLN, COMT, USO, BLKB, UNG"
0.3235232051823648,0.37895771701273917,0.009035737484645093,0.006423740344703451,0.3699219795280941,6.0,0.9955037268390589,CORE,"DBA, PRGFX, IGV, QUAL, HYG"
0.41717411197930193,0.4071666729483255,0.008933340664835247,0.006339735936574579,0.3982333322834902,6.0,0.9955037268390589,CORE,"FCNTX, HYG, SKM, SMCI, FINX"
0.4915088968068714,0.507049673427929,0.007631908732805723,0.00504295672048009,0.4994177646951232,6.0,0.9955037268390589,CORE,"WDC, NDAQ, TRRNX, DIA, TRRDX"
0.3957040693623641,0.3549252812245363,0.007785584315609492,0.006078945905733835,0.3471396969089268,6.0,0.9955037268390589,CORE,"SJNK, NGD, PREIX, ARKQ, VIGAX"
0.43052293084153676,0.442249716331906,0.006444141249757466,0.00544718621051996,0.43580557508214857,6.0,0.9955037268390589,CORE,"PREIX, MSTR, VUG, HUN, FLRN"
0.3742413652761615,0.340590000313388,0.008889462222067018,0.006095136924179192,0.33170053809132094,6.0,0.9955037268390589,CORE,"SIRI, MTUM, TRLGX, DIA, TRRBX"
0.44427943151840243,0.46396977305211495,0.008781535313844362,0.0048043576110017635,0.4551882377382706,6.0,0.9955037268390589,CORE,"NSP, NGD, ARKX, PRILX, FXAIX"
0.3902472873640567,0.5067480931363512,0.00840145406610466,0.005621418193728476,0.4983466390702465,6.0,0.9955037268390589,CORE,"TRBCX, QUAL, VTIP, UNG, VIG"
0.34882534316085395,0.3588902725113618,0.008644486278849643,0.007357261691296055,0.3502457862325122,6.0,0.9955037268390589,CORE,"PRWCX, CTAS, TNET, ARKW, VIG"
0.47791589059348855,0.4257949449777231,0.00815469668163923,0.005529221216492754,0.41764024829608387,6.0,0.9955037268390589,CORE,"CTAS, CTLP, QUAL, FDS, ARKK"
0.27319805891813914,0.2994948907139368,0.006986569763984865,0.004827005577040957,0.29250832094995194,6.0,0.9955037268390589,CORE,"VTIP, GSG, SIZE, AL, SJNK"
0.39177761543191575,0.3951914357585736,0.00926338410747995,0.005115818316057679,0.3859280516510936,6.0,0.9955037268390589,CORE,"PRILX, EIX, TYL, ET, HOLX"
0.28681974614007794,0.28657808945635915,0.008609636977232174,0.005480865905187169,0.277968452479127,6.0,0.9955037268390589,CORE,"IAU, FNDX, VIGAX, AL, RHI"
